# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "Saccharomyces_cerevisiae.R64-1-1.gtf" "-o" "gene_counts.txt" "SRR636637_sorted.bam" "SRR636636_sorted.bam" "SRR636635_sorted.bam" "SRR636633_sorted.bam" "SRR636638_sorted.bam" "SRR636634_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR636637_sorted.bam	SRR636636_sorted.bam	SRR636635_sorted.bam	SRR636633_sorted.bam	SRR636638_sorted.bam	SRR636634_sorted.bam
YEL052W	V	56571	58100	+	1530	3170	3116	1477	1515	3028	1314
YER149C	V	466208	467470	-	1263	225	239	233	270	216	273
YER111C	V	382595	385876	-	3282	395	354	628	730	394	588
YER081W	V	322686	324095	+	1410	2285	1552	949	901	2187	1104
YER010C	V	172634	173338	-	705	1153	1377	568	631	905	553
YER018C	V	191959	192624	-	666	489	740	360	417	332	298
YEL076C	V	4464	5114	-	651	0	1	1	0	0	0
YEL018C-A	V	121455	121988	-	534	1	0	0	0	0	0
YER072W	V	302806	303195	+	390	2869	2776	6249	6745	2892	5697
YER093C	V	343320	347612	-	4293	664	681	675	892	623	663
YER178W	V	546817	548079	+	1263	17004	24302	13252	11755	13436	11403
YER030W	V	213437	213898	+	462	763	135	503	580	872	532
YER128W	V	415859	416470	+	612	173	178	100	157	172	131
YER003C	V;V	157736;159088	158994;159118	-;-	1290	3013	3421	5199	4859	2703	4595
YER163C	V	503084	503782	-	699	1123	2168	540	572	992	452
YEL005C	V	145907	146755	-	849	525	424	144	160	507	181
YER173W	V	536300	538279	+	1980	328	337	262	382	309	276
YEL065W	V	27657	29543	+	1887	8188	10907	2801	3222	4203	2440
YEL055C	V	48471	51539	-	3069	826	1019	3613	4096	705	3258
YER029C	V	212587	213177	-	591	267	204	221	295	324	232
YER089C	V	335946	337340	-	1395	2836	2928	2065	1996	2878	1776
YER179W	V;V	548421;548645	548552;549517	+;+	1005	318	606	97	136	334	95
YEL011W	V	133120	135234	+	2115	4166	5506	492	566	4009	499
YER166W	V	512744	517459	+	4716	2879	4364	3907	4138	2379	3128
YER061C	V	278298	279626	-	1329	514	569	440	435	558	411
YER082C	V	324272	325936	-	1665	286	108	1354	1834	292	1510
YER118C	V	397952	399055	-	1104	810	863	1839	1633	626	1638
YER152C	V	472657	473988	-	1332	1837	2415	1021	906	1410	825
YER107C	V	373448	374545	-	1098	899	1387	920	1150	833	845
YER020W	V	195168	196517	+	1350	1575	1041	373	410	1432	475
YER125W	V	410189	412618	+	2430	4333	5454	3800	3743	4123	2719
YER122C	V	402871	404352	-	1482	2574	3324	2807	3242	2440	2569
YER038W-A	V	228451	228831	+	381	0	1	0	0	2	1
YER057C	V	270737	271126	-	390	3004	3854	2182	2289	2477	2013
YEL033W	V	86179	86598	+	420	297	396	1180	1604	244	1072
YER006W	V	162723	164285	+	1563	480	413	3522	4572	582	3583
YER007W	V	164527	166083	+	1557	302	293	196	287	268	247
YER078W-A	V	318646	318810	+	165	14	2	2	3	10	2
tA(UGC)E	V	312023	312095	-	73	1	3	0	0	0	0
YEL002C	V	148722	150014	-	1293	6035	7047	6046	5413	4645	5207
YEL064C	V	29797	31239	-	1443	758	1081	479	512	681	403
YER103W	V	364589	366517	+	1929	29319	18727	433	486	44684	483
YER007C-A	V;V	166237;166875	166771;166885	-;-	546	899	658	1123	1332	891	1238
snR80	V	52150	52320	-	171	7	2	9	6	4	9
YER093C-A	V;V	347912;348277	348201;348400	-;-	414	243	277	73	108	198	84
YER120W	V	401135	401869	+	735	3551	4722	4325	4180	3176	3699
YER033C	V	218057	221287	-	3231	744	882	212	243	702	162
YER054C	V	262052	263698	-	1647	233	224	45	50	236	38
tV(AAC)E2	V	469457	469530	+	74	1	2	2	0	2	1
YER164W	V	505392	509798	+	4407	1873	2348	1513	2019	1692	1486
YER139C	V	450563	451243	-	681	609	784	180	238	607	189
snR52	V	431129	431220	-	92	1	0	1	2	0	0
YEL042W	V	73771	75327	+	1557	1734	2375	6978	6337	1273	5571
YER190C-A	V	574804	575379	-	576	0	0	0	0	0	0
tS(UGA)E	V	288443	288524	-	82	2	7	1	2	2	2
YER008C	V	167808	171818	-	4011	2733	1878	1886	1948	2575	1700
YER114C	V	390590	393712	-	3123	831	1162	1808	1900	749	1627
YER034W	V	221846	222403	+	558	232	116	175	165	212	178
YEL008W	V	140512	140892	+	381	15	24	16	20	13	21
YER014W	V	182600	184219	+	1620	315	449	267	276	369	257
YER143W	V	456319	457605	+	1287	3621	5282	546	650	3197	562
YER053C-A	V	260933	261046	-	114	108	72	2	4	152	3
YER028C	V	210692	211876	-	1185	222	251	245	228	178	244
YER048C	V	246982	248157	-	1176	2217	2642	1278	1798	2387	1317
YER044C	V	237570	238016	-	447	749	914	843	825	725	843
YEL039C	V	79636	79977	-	342	285	131	6	8	398	7
YER053C	V	258737	259639	-	903	2533	2850	171	175	2486	192
tQ(UUG)E1	V	250286	250357	+	72	3	7	0	1	1	0
YEL034C-A	V	85613	86215	-	603	8	16	48	91	11	82
YER155C	V	476345	482848	-	6504	3124	3567	6015	6198	2789	4844
snR4	V	424698	424883	+	186	152	90	72	130	123	121
YER050C	V	253971	254387	-	417	897	347	229	341	877	257
YER031C	V	214076	214747	-	672	1247	2006	1995	2226	1189	1765
YER037W	V	225889	226854	+	966	1246	1353	280	298	1414	285
YEL049W	V	63728	64090	+	363	27	24	51	38	19	49
tQ(UUG)E2	V	131082	131153	-	72	1	2	0	1	0	0
YEL006W	V	144327	145334	+	1008	1264	1549	933	960	1176	872
YER100W	V	359562	360314	+	753	1494	905	821	942	1642	909
YER181C	V	551473	551796	-	324	3	9	1	0	4	3
YER015W	V	184541	186775	+	2235	387	558	292	308	383	247
YER129W	V	417281	420709	+	3429	1250	1321	1680	2033	1058	1705
YER172C-A	V	536275	536655	-	381	0	0	0	0	0	0
tR(UCU)E	V	138666	138737	+	72	1	0	0	0	0	0
YEL072W	V	13720	14415	+	696	161	145	112	145	189	170
YEL075C	V	5345	5713	-	369	1	0	0	0	0	0
YER048W-A	V	250718	251002	+	285	1652	2362	695	965	1499	782
YER051W	V	254656	256134	+	1479	605	708	253	375	616	309
YER171W	V	527082	529418	+	2337	703	425	1047	1204	599	1104
YER078C	V	316807	318342	-	1536	829	911	516	545	938	462
YER169W	V	523369	525759	+	2391	854	845	786	876	663	796
YEL003W	V;V	148176;148283	148194;148599	+;+	336	452	31	323	361	432	504
YEL077W-A	V	630	1112	+	483	0	0	0	0	0	0
YEL017C-A	V	122798	122929	-	132	1401	1425	3656	3966	1249	2750
YER133W	V;V	432495;433197	432671;433958	+;+	939	3603	356	2248	2762	3819	2374
YER152W-A	V	473485	474051	+	567	2	0	0	0	2	0
YER060W	V	274567	276153	+	1587	507	741	1249	1283	433	992
YER186C	V	561705	562625	-	921	777	932	815	1001	657	726
YER188W	V	568040	568759	+	720	140	146	56	66	108	55
YEL045C	V	68840	69265	-	426	264	207	291	284	239	288
YER022W	V	198812	200875	+	2064	1019	1053	437	626	975	438
YER148W-A	V	466185	466763	+	579	4	6	6	4	2	1
YER157W	V	484788	487193	+	2406	1087	624	764	850	1141	872
YER014C-A	V;V	183731;184678	184169;184700	-;-	462	0	0	0	0	0	0
YEL076C-A	V;V	4185;4602	4322;5114	-;-	651	0	2	1	0	0	0
YEL038W	V	80462	81145	+	684	1777	3189	1230	1277	1373	1090
YER066W	V	290242	290799	+	558	177	209	65	87	171	98
YER098W	V	355466	357730	+	2265	427	440	246	285	397	240
YEL035C	V	85045	85545	-	501	6	9	10	11	7	8
RPR1	V	117667	118035	-	369	45	88	36	69	28	39
YER063W	V	281710	282366	+	657	1446	2179	969	1271	1362	995
YER127W	V	414481	415554	+	1074	231	129	842	1215	185	1038
YER154W	V	475020	476228	+	1209	1388	1552	1224	1150	1166	1064
YER032W	V	215063	217693	+	2631	188	261	705	703	190	571
YER180C-A	V	550865	551122	-	258	118	120	69	117	86	108
YEL071W	V	16355	17845	+	1491	2450	1888	5208	5186	2153	4606
tK(CUU)E2	V	435752	435824	-	73	0	0	0	0	0	0
YEL057C	V	45020	45721	-	702	95	87	36	67	69	45
YEL069C	V	21537	23231	-	1695	44	56	25	17	30	18
YEL043W	V	70478	73348	+	2871	1543	1751	1854	1711	1315	1667
YER096W	V	351698	353236	+	1539	159	295	83	98	111	93
YER017C	V	189503	191788	-	2286	1775	1878	976	838	1324	970
YEL019C	V	120498	121301	-	804	60	70	81	91	51	87
YER009W	V	172115	172492	+	378	5202	4817	7981	7700	5005	7211
YER104W	V	366802	367428	+	627	226	353	162	197	258	118
YER067W	V	292066	292551	+	486	0	0	0	0	0	0
SCR1	V	441987	442508	+	522	149	478	61	646	130	565
YER044C-A	V;V	238460;239712	239623;239774	-;-	1227	62	49	63	60	42	68
YER101C	V	360502	361794	-	1293	496	469	183	178	465	201
YER121W	V	402375	402719	+	345	68	15	9	10	74	15
YER019C-A	V	194273	194539	-	267	2005	2476	1862	2483	2039	1647
tE(UUC)E1	V	177099	177170	+	72	1	1	0	0	0	0
YEL050C	V	59670	60851	-	1182	1141	1445	576	619	992	490
YER062C	V	279930	280682	-	753	2372	2790	524	505	1847	546
YER006C-A	V	164344	164661	-	318	1	2	24	27	0	14
YER016W	V	188277	189311	+	1035	821	388	421	607	856	614
YEL025C	V	102581	106147	-	3567	1292	1483	1215	1210	1146	1212
YER024W	V	202192	204963	+	2772	577	639	421	546	533	422
YER023W	V	201076	201936	+	861	2438	3275	2862	2693	2272	2175
YER079W	V	318920	319552	+	633	1114	762	97	84	1538	125
YER136W	V	439616	440971	+	1356	4928	7080	3298	3627	4144	2885
YER151C	V	469686	472424	-	2739	1014	664	864	940	1075	1093
YEL029C	V	96858	97796	-	939	586	515	801	807	548	755
YER065C	V	285241	286914	-	1674	713	968	961	930	580	978
YEL050W-A	V	59549	59740	+	192	24	31	19	17	36	9
YER085C	V	327619	328140	-	522	0	1	1	1	0	1
YER147C	V	462968	464842	-	1875	764	988	484	525	577	463
YER064C	V	282705	284222	-	1518	1290	1894	1271	1300	1016	1133
YER119C	V	399496	400842	-	1347	2389	3973	876	860	1745	656
YEL020C-B	V	117183	117380	-	198	2	3	1	6	6	3
YER068W	V	293050	294813	+	1764	922	933	674	755	833	736
YER158C	V	488857	490578	-	1722	938	1085	274	271	805	328
YER138W-A	V	449474	449578	+	105	55	13	27	55	48	42
YER130C	V	421115	422446	-	1332	982	971	559	607	847	836
YEL015W	V	126629	128284	+	1656	1771	2190	1128	1486	1761	1216
tK(CUU)E1	V	135425	135497	-	73	0	1	0	0	0	1
YER153C	V	474041	474805	-	765	477	713	153	153	383	130
YER137W-A	V	441575	441880	+	306	0	0	0	1	0	0
YER113C	V	387932	390052	-	2121	728	529	1345	1429	662	1232
YEL030W	V	94644	96578	+	1935	435	369	190	203	402	205
YER083C	V	326174	327031	-	858	1906	2654	1374	1233	1492	1231
YER167W	V	518216	520771	+	2556	810	203	883	859	784	1036
YEL032C-A	V	87040	87201	-	162	0	0	0	0	0	0
YEL073C	V	7230	7553	-	324	61	87	14	24	66	16
tV(AAC)E1	V	438700	438773	+	74	0	0	0	0	0	0
YER005W	V	160550	162442	+	1893	1509	1992	1737	1697	1250	1467
YER102W	V	363100	363702	+	603	1199	905	7381	9072	1974	6902
YER046W	V	243180	243611	+	432	150	220	114	107	131	151
YER023C-A	V	201522	201734	-	213	0	0	0	0	0	0
YEL031W	V	90258	93905	+	3648	13672	21880	20160	18838	10248	14808
YER075C	V	308413	311199	-	2787	565	631	757	868	386	732
YER073W	V	304030	305592	+	1563	1475	398	5172	4570	1964	5383
YEL027W	V	100769	101251	+	483	17575	16532	20938	19041	17411	16824
YEL024W	V	107260	107907	+	648	1065	843	522	512	895	541
YER049W	V	251728	253662	+	1935	1024	712	3824	3897	822	3758
YER175W-A	V	540650	540814	+	165	72	52	54	50	52	45
YEL037C	V	81407	82603	-	1197	2698	2153	1955	1882	2255	2075
YER134C	V	437267	437803	-	537	697	670	171	169	625	160
YER088C	V	333176	335188	-	2013	3098	2369	3228	2496	2935	3200
YER175C	V	539464	540363	-	900	6512	8167	407	418	5624	327
tG(GCC)E	V	61890	61960	-	71	0	0	1	2	1	0
YER021W	V	196948	198519	+	1572	8935	9442	3311	3886	8179	3789
YER004W	V	159580	160275	+	696	5296	8553	2413	2684	3795	2089
YER087C-A	V	331817	332368	-	552	21	20	22	19	17	14
YEL017W	V	123657	124670	+	1014	1043	1531	1214	1266	826	1059
YER106W	V	372326	373234	+	909	8	2	5	7	13	6
YER066C-A	V	291703	292203	-	501	215	247	9	19	192	10
YER117W	V;V	396769;397282	396810;397653	+;+	414	3695	2317	20652	22156	5551	17807
YER145C-A	V	462386	462823	-	438	6	16	27	52	7	36
YER076W-A	V	313390	313737	+	348	68	82	31	44	52	49
YER187W	V	566230	566655	+	426	27	44	18	22	32	27
snR14	V	167427	167586	-	160	25	13	5	12	34	12
YER046W-A	V	243700	244029	+	330	1	10	1	3	0	3
YER168C	V	521029	522669	-	1641	920	1034	904	882	767	955
YER124C	V	407342	409063	-	1722	3464	3623	4569	4779	3554	4219
SRG1	V	322212	322762	+	551	422	243	298	324	350	394
YER095W	V	349980	351182	+	1203	4686	6585	1429	1441	3621	1142
YEL028W	V	98668	99129	+	462	163	181	106	135	135	108
YER045C	V	240032	241501	-	1470	652	580	445	422	590	472
YER088W-B	V	335927	336073	+	147	0	0	0	0	0	0
YER086W	V	328477	330207	+	1731	3601	3743	9316	7964	2874	8125
YER188C-A	V	569608	569907	-	300	13	27	14	18	6	12
YER148W	V	465303	466025	+	723	1375	977	1083	1357	1357	1120
YEL022W	V	111421	115800	+	4380	1311	1021	1946	2234	1048	1962
YEL001C	V	150301	150978	-	678	2199	2775	2959	2754	1904	2345
YER056C	V	266512	268113	-	1602	1323	1112	12628	11895	866	11383
YER087C-B	V	332582	332830	-	249	1454	1851	2233	2186	1150	2065
YEL013W	V	128825	130561	+	1737	2809	3376	2349	1983	2174	2021
YER074W	V;V	306323;306792	306325;307196	+;+	408	3323	2000	14622	16205	4519	14293
tE(UUC)E3	V	487331	487402	-	72	0	0	0	0	0	0
YER133W-A	V	437191	437532	+	342	120	163	26	35	123	18
YER119C-A	V	400867	401238	-	372	18	26	13	4	15	15
YEL063C	V	31694	33466	-	1773	2714	2860	2476	2410	2353	2410
YEL051W	V	58378	59148	+	771	3724	2586	2948	3546	4629	2677
YER190C-B	V	575680	576162	-	483	0	0	0	0	0	0
YEL061C	V	36535	39537	-	3003	336	27	416	542	350	537
YER059W	V	272624	273886	+	1263	1246	1410	340	472	1325	400
YER091C-A	V	342390	342611	-	222	2	4	0	2	2	2
YER140W	V	451565	453235	+	1671	442	607	673	704	422	597
YEL056W	V	47168	48373	+	1206	1891	2064	773	803	1752	722
YER084W-A	V	327598	328110	+	513	0	1	0	2	4	1
YER036C	V	223367	225199	-	1833	1836	1675	10321	9964	1819	9405
YEL009C	V	138918	139763	-	846	9346	9909	24758	24660	7358	24178
YER079C-A	V	319902	320240	-	339	0	1	0	0	0	0
YEL053W-A	V	52908	53255	+	348	4	3	22	22	2	11
tM(CAU)E	V	100133	100204	+	72	0	0	0	1	2	1
YEL030C-A	V	94583	94897	-	315	4	3	0	3	4	3
YEL014C	V	128303	128608	-	306	45	68	45	49	39	40
YER156C	V	483325	484341	-	1017	349	324	2801	2917	376	2322
YER162C	V	500630	502894	-	2265	948	1029	299	346	923	235
YER090W	V	337949	339472	+	1524	5531	6783	2985	3379	5637	2733
YER074W-A	V;V;V	307653;307849;308068	307746;307956;308123	+;+;+	258	678	657	528	604	677	452
YER041W	V	232461	234740	+	2280	741	704	381	393	641	372
YER165C-A	V	512627	512983	-	357	22	36	31	18	22	31
YER097W	V	355140	355469	+	330	8	6	7	9	12	6
YER112W	V	387232	387795	+	564	612	274	415	735	733	405
YER090C-A	V	338322	338411	-	90	0	0	0	0	0	0
YER067C-A	V	292240	292563	-	324	31	70	0	0	35	3
snR67	V	61352	61433	+	82	36	29	22	32	28	30
tH(GUG)E1	V	207357	207428	+	72	3	2	0	1	2	0
YER174C	V	538434	539168	-	735	476	509	815	859	474	783
YER107W-A	V	374394	374714	+	321	86	117	66	98	67	75
YER026C	V	207644	208474	-	831	3764	7139	2670	3108	3000	2154
YER099C	V	358105	359061	-	957	490	598	980	1090	598	1083
YEL048C	V	64709	65167	-	459	109	116	416	465	94	381
YEL070W	V	19589	21097	+	1509	47	70	21	22	43	12
YER025W	V	205251	206834	+	1584	1994	2279	7106	7873	1865	6446
YEL075W-A	V	4870	5481	+	612	0	0	0	0	0	0
YER126C	V	413394	414179	-	786	168	130	1631	2154	176	1583
tI(AAU)E1	V	443202	443275	-	74	0	0	0	0	0	0
YER182W	V	552525	553259	+	735	265	152	125	163	328	151
YER165W	V	510373	512106	+	1734	5146	5702	15613	14217	4843	12303
YEL058W	V	43252	44925	+	1674	3759	4635	2892	2636	3072	2514
YER060W-A	V	276572	278164	+	1593	183	247	315	304	125	258
YER184C	V	556296	558680	-	2385	2015	1949	355	379	1820	334
YEL012W	V;V	131772;131900	131776;132551	+;+	657	995	1044	72	120	906	93
YEL020W-A	V	117211	117474	+	264	106	68	56	83	95	64
YER077C	V	314534	316600	-	2067	396	567	417	565	426	414
YER039C	V	228456	229205	-	750	218	232	59	74	177	54
YER042W	V	234937	235491	+	555	341	463	622	796	425	564
YER019W	V	192797	194230	+	1434	2095	3223	1536	1581	1591	1436
YER039C-A	V	229263	229481	-	219	100	127	30	39	65	19
YER058W	V	271768	272091	+	324	234	243	64	89	202	68
YER110C	V	378762	382103	-	3342	705	629	15791	15127	927	13305
YER135C	V	437952	438344	-	393	30	24	7	2	19	4
YEL023C	V	108504	110552	-	2049	512	417	390	367	360	342
YEL077C	V	264	4097	-	3834	109	144	103	148	82	90
tI(AAU)E2	V	551285	551358	-	74	0	0	0	2	0	0
YER001W	V	153520	155808	+	2289	429	546	2136	2221	410	2021
YEL020C	V	118617	120299	-	1683	767	1016	427	487	642	384
YEL044W	V	69757	70257	+	501	672	641	399	487	721	402
YER180C	V	549724	550527	-	804	340	436	382	518	300	426
YER087W	V	330576	332306	+	1731	526	501	144	168	427	169
YER055C	V	264892	265785	-	894	4863	5045	9365	9756	5789	7689
tR(ACG)E	V	492352	492424	-	73	0	0	0	0	0	1
YER091C	V	339864	342167	-	2304	743	769	12633	13883	929	11755
YER138C	V	443756	449024	-	5269	15	25	18	31	16	13
YER137C-A	V	447702	449024	-	1323	0	0	0	0	0	0
YER159C-A	V	496802	498124	-	1323	0	0	0	0	0	0
YER160C	V	492856	498124	-	5269	21	24	26	30	13	23
YHR094C	VIII	290913	292625	-	1713	928	905	6877	6773	656	6427
YHL031C	VIII	38815	39486	-	672	324	381	144	153	290	108
YHL002W	VIII	102612	103970	+	1359	1357	1614	421	556	1359	429
YHR219C-A	VIII	561199	561681	-	483	0	0	0	0	0	0
YHR045W	VIII	195551	197233	+	1683	617	638	1525	1657	637	1318
YHR084W	VIII	274174	276240	+	2067	714	159	958	558	595	1123
YHR126C	VIII	359702	360181	-	480	22	15	3	3	19	0
tS(AGA)H	VIII	133026	133107	-	82	0	0	0	1	0	0
YHR125W	VIII	358858	359163	+	306	6	2	0	1	3	0
YHR206W	VIII	512732	514600	+	1869	666	678	1714	1698	484	1484
YHR097C	VIII;VIII	297385;298485	298360;298609	-;-	1101	1344	1301	173	167	1572	168
YHR005C-A	VIII	115620	115901	-	282	1048	819	1379	1896	934	1527
YHR193C-A	VIII	488653	489027	-	375	1	2	0	0	1	0
YHR007C	VIII	120091	121683	-	1593	2428	2112	20714	18373	2255	19104
YHR214C-D	VIII	550648	550941	-	294	0	0	0	0	0	0
YHR212W-A	VIII	538742	538945	+	204	0	0	1	0	0	1
YHR184W	VIII	472744	474459	+	1716	70	45	54	53	44	48
YHR132C	VIII	368502	369794	-	1293	3357	4541	2492	2322	3038	2094
YHR182C-A	VIII	470939	471412	-	474	8	8	11	24	8	20
YHR025W	VIII	159438	160511	+	1074	5592	6725	9421	9396	5151	8013
YHR055C	VIII	214533	214718	-	186	0	0	0	0	0	0
YHR073W	VIII	242582	245572	+	2991	2184	3149	1527	1764	1956	1352
YHL015W-A	VIII	74699	74782	+	84	8	21	4	5	9	5
YHR064C	VIII	225525	227141	-	1617	4146	3084	13626	12105	4432	12708
YHL041W	VIII	17392	17841	+	450	6	15	2	1	3	4
YHR143W	VIII	385510	386487	+	978	3999	3285	11769	8839	3087	10172
YHR052W-A	VIII	212510	212704	+	195	0	0	0	0	0	0
YHL047C	VIII	8351	10213	-	1863	3476	4967	1561	1671	1985	1440
YHR175W-A	VIII	453558	453707	+	150	163	270	125	95	106	98
YHR003C	VIII	110028	111317	-	1290	824	936	817	1021	793	865
YHL032C	VIII	36379	38508	-	2130	1086	1756	913	905	826	798
YHR154W	VIII	402966	406178	+	3213	370	66	914	864	279	992
YHR031C	VIII	170799	172970	-	2172	204	305	646	647	191	573
YHL042W	VIII	15667	16119	+	453	216	263	57	66	222	64
YHR022C-A	VIII	151217	151306	-	90	10	7	4	6	7	8
YHR180C-B	VIII	466958	467062	-	105	0	0	0	0	0	0
YHR106W	VIII	325598	326626	+	1029	1395	1800	402	413	1270	355
YHR186C	VIII	475999	480672	-	4674	1007	1037	1334	1364	822	1177
YHL029C	VIII	45929	47968	-	2040	654	592	924	940	567	962
YHR048W	VIII	204607	206151	+	1545	17918	19894	749	783	13627	646
YHR039C-A	VIII;VIII	187173;187677	187514;187679	-;-	345	2078	813	1851	2588	2690	1821
YHR073W-A	VIII	242868	243044	+	177	0	0	0	0	0	0
YHR035W	VIII	178219	180111	+	1893	123	149	130	138	82	146
YHR165C	VIII	429707	436948	-	7242	838	1223	1606	1992	739	1392
YHL006C	VIII	98343	98795	-	453	144	149	125	142	83	106
YHL025W	VIII	54851	55849	+	999	936	979	643	734	837	543
YHR172W	VIII	448335	450806	+	2472	329	403	466	503	304	406
YHR002W	VIII	108812	109885	+	1074	266	314	146	158	264	144
YHR016C	VIII;VIII	136881;138409	138240;138455	-;-	1407	4248	6432	424	465	3934	367
RUF5-2	VIII	214407	215116	+	710	164	26	2	21	244	28
YHR079C	VIII	258244	261591	-	3348	858	1026	1428	1380	761	1127
YHR169W	VIII	442181	443476	+	1296	135	85	1160	1357	119	1217
YHR054C	VIII	213185	214249	-	1065	7	9	5	14	10	6
YHR065C	VIII	227532	229037	-	1506	343	263	1209	1606	389	1421
YHR088W	VIII	281495	282382	+	888	245	111	831	1223	383	955
tH(GUG)H	VIII	62755	62826	+	72	0	0	0	0	0	1
YHR093W	VIII	289142	289690	+	549	12	14	8	15	14	10
YHL036W	VIII	26241	27881	+	1641	638	654	314	290	600	288
YHR100C	VIII	314116	314673	-	558	291	341	442	507	211	429
YHR105W	VIII	324766	325410	+	645	315	378	124	155	338	114
YHR056C	VIII	215183	217834	-	2652	664	696	572	573	653	561
YHR135C	VIII	372694	374310	-	1617	2852	3385	2368	2481	2775	2068
YHR180W	VIII	465178	465669	+	492	302	373	75	101	230	111
YHR086W	VIII	278153	279724	+	1572	1237	1576	1009	1008	1145	850
YHR146W	VIII	390300	391697	+	1398	1529	213	1437	1195	2015	1959
YHR195W	VIII	490747	491712	+	966	837	998	356	472	844	335
YHR119W	VIII	346043	349285	+	3243	1142	1405	1431	1405	1011	1265
YHR033W	VIII	175548	176819	+	1272	123	427	342	325	70	302
YHR024C	VIII	157744	159192	-	1449	1843	2352	1201	1285	1657	1112
YHL043W	VIII	14901	15413	+	513	372	428	110	95	301	119
YHL039W	VIII	21783	23540	+	1758	627	726	2193	2042	574	1937
YHR059W	VIII	220108	220500	+	393	281	158	154	227	227	221
YHL048C-A	VIII	5663	5797	-	135	0	2	0	0	1	0
YHR026W	VIII	160844	161485	+	642	5288	6050	7365	7079	5046	5881
YHR160C	VIII	419221	420072	-	852	173	290	83	100	142	96
YHR085W	VIII	276764	277768	+	1005	132	87	480	696	98	500
YHR113W	VIII	336337	337809	+	1473	3055	3702	1572	1305	2875	1269
YHR175W	VIII	452872	453441	+	570	2168	3857	1080	1313	1718	905
YHR148W	VIII	393534	394085	+	552	55	45	450	593	50	514
YHR208W	VIII	517532	518713	+	1182	5021	3575	14650	13479	5384	12899
YHR001W	VIII	106055	107368	+	1314	939	1514	731	828	1040	633
YHR131C	VIII	365340	367892	-	2553	1086	1239	854	922	969	726
YHR049C-A	VIII	207234	207530	-	297	185	180	152	149	192	126
YHR086W-A	VIII	280231	280392	+	162	1	6	1	0	1	3
YHR141C	VIII;VIII	381990;382748	382306;382751	-;-	321	2257	1640	9657	14085	3359	9349
YHR170W	VIII	443828	445384	+	1557	399	248	5432	5506	406	5014
YHL021C	VIII	64462	65859	-	1398	4144	4375	386	343	4725	455
YHR078W	VIII	256360	258018	+	1659	1999	2264	1770	1626	1647	1541
YHR007C-A	VIII	122550	122765	-	216	312	440	46	28	213	27
YHL044W	VIII	13565	14272	+	708	267	262	97	95	267	87
YHR214W-A	VIII	543008	543493	+	486	57	67	98	90	38	69
YHR161C	VIII	420373	422286	-	1914	2258	2502	723	816	2316	687
YHR074W	VIII	246193	248337	+	2145	5399	8076	3512	3525	4424	3053
YHR164C	VIII	424610	429178	-	4569	778	950	474	684	726	529
YHL006W-A	VIII	97732	98085	+	354	32	34	40	37	37	29
YHR204W	VIII	506319	508709	+	2391	1471	1535	2561	2429	1227	2199
YHL002C-A	VIII	102587	103075	-	489	1	4	1	1	2	0
YHL030W-A	VIII	39074	39535	+	462	1	0	0	0	0	0
tF(GAA)H2	VIII;VIII	358478;358533	358513;358569	-;-	73	0	0	0	0	0	0
YHR163W	VIII	423724	424473	+	750	1667	2311	3220	3572	1441	2956
YHL046C	VIII	11923	12285	-	363	15	21	5	4	16	0
YHR056W-A	VIII	217406	217840	+	435	0	0	0	0	0	0
YHL004W	VIII	99219	100403	+	1185	949	1228	836	882	753	888
YHL009C	VIII	84068	85060	-	993	643	835	329	363	659	299
YHR138C	VIII	377355	377699	-	345	1170	1222	154	169	1078	164
YHR166C	VIII	437170	439050	-	1881	357	498	277	362	384	326
YHR151C	VIII	399268	400848	-	1581	545	703	854	924	473	727
YHL014C	VIII	76097	77314	-	1218	371	291	313	371	333	312
YHR021C	VIII;VIII	147871;148667	148116;148669	-;-	249	3634	2149	19061	22147	4803	16203
YHR198C	VIII	496315	497280	-	966	1231	1410	412	394	1081	408
YHL034C	VIII	33193	34077	-	885	3354	5649	1683	2082	3076	1687
YHR124W	VIII	356561	358444	+	1884	693	866	514	464	486	483
YHR011W	VIII	127780	129120	+	1341	279	319	178	164	287	142
YHR096C	VIII	294669	296447	-	1779	383	601	121	124	365	116
YHR185C	VIII	474627	475340	-	714	4	2	3	5	3	3
YHR190W	VIII	484845	486179	+	1335	8188	10069	3532	3380	7145	3342
YHR075C	VIII	248439	249641	-	1203	377	532	159	165	345	153
YHR117W	VIII	342349	344268	+	1920	1578	1955	1879	1702	1279	1640
YHR109W	VIII	330310	332067	+	1758	486	579	284	300	431	262
YHR207C	VIII	514905	516485	-	1581	590	392	461	636	744	550
YHR132W-A	VIII	370054	370449	+	396	761	1212	306	476	927	314
YHR015W	VIII	134554	136533	+	1980	33	20	72	86	28	77
YHL015W	VIII	75412	75777	+	366	15266	11117	37530	46432	22467	36998
YHR090C	VIII	283777	284625	-	849	305	186	195	272	286	225
YHR189W	VIII	484028	484600	+	573	326	462	109	119	267	92
YHR001W-A	VIII;VIII	107826;107895	107831;108122	+;+	234	462	303	158	152	486	152
YHR070C-A	VIII	236102	236512	-	411	30	52	111	133	41	109
YHR108W	VIII	328303	330060	+	1758	3403	4132	3775	3667	3070	3103
YHR006W	VIII	117814	119439	+	1626	1161	1263	493	582	1266	519
